filename,cluster_id
DRND_Cont_N_SingLangMix_S_L11_v4.npz,166
DRND_Cont_N_SingLangMix_S_L11_v5.npz,426
DRND_Cont_N_SingLangNonHum_S_L11_v1.npz,274
DRND_Cont_N_SingLangNonHum_S_L11_v2.npz,226
DRND_Cont_N_SingLangNonHum_S_L11_v3.npz,320
DRND_Cont_N_SingLangNonHum_S_L11_v4.npz,182
DRND_Cont_N_SingLangNonHum_S_L11_v5.npz,132
DRND_Cont_N_SingLangNonHumMix_S_L11_v1.npz,213
DRND_Cont_N_SingLangNonHumMix_S_L11_v2.npz,177
DRND_Cont_N_SingLangNonHumMix_S_L11_v3.npz,295
DRND_Cont_N_SingLangNonHumMix_S_L11_v4.npz,243
DRND_Cont_N_SingLangNonHumMix_S_L11_v5.npz,343
DRND_Cont_N_StreamNoise_R_L11_v1.npz,245
DRND_Cont_N_StreamNoise_R_L11_v2.npz,500
DRND_Cont_N_StreamNoise_R_L11_v3.npz,318
DRND_Cont_N_StreamNoise_R_L11_v4.npz,255
DRND_Cont_N_StreamNoise_R_L11_v5.npz,164
DRND_Cont_N_StreamNoise_S_L11_v1.npz,136
DRND_Cont_N_StreamNoise_S_L11_v2.npz,98
DRND_Cont_N_StreamNoise_S_L11_v3.npz,279
DRND_Cont_N_StreamNoise_S_L11_v4.npz,181
DRND_Cont_N_StreamNoise_S_L11_v5.npz,174
DRND_Cont_N_SynthUniC_R_L11_v1.npz,431
DRND_Cont_N_SynthUniC_R_L11_v2.npz,360
DRND_Cont_N_SynthUniC_R_L11_v3.npz,494
DRND_Cont_N_SynthUniC_R_L11_v4.npz,159
DRND_Cont_N_SynthUniC_R_L11_v5.npz,223
DRND_Cont_N_SynthUniC_S_L11_v1.npz,217
DRND_Cont_N_SynthUniC_S_L11_v2.npz,143
DRND_Cont_N_SynthUniC_S_L11_v3.npz,237
DRND_Cont_N_SynthUniC_S_L11_v4.npz,486
DRND_Cont_N_SynthUniC_S_L11_v5.npz,253
DRND_Cont_N_Typobabble_R_L11_v1.npz,179
DRND_Cont_N_Typobabble_R_L11_v2.npz,332
DRND_Cont_N_Typobabble_R_L11_v3.npz,241
DRND_Cont_N_Typobabble_R_L11_v4.npz,152
DRND_Cont_N_Typobabble_R_L11_v5.npz,195
DRND_Cont_N_Typobabble_S_L11_v1.npz,190
DRND_Cont_N_Typobabble_S_L11_v2.npz,103
DRND_Cont_N_Typobabble_S_L11_v3.npz,150
DRND_Cont_N_Typobabble_S_L11_v4.npz,215
DRND_Cont_N_Typobabble_S_L11_v5.npz,172
DRND_Cont_N_Zalgo_R_L11_v1.npz,154
DRND_Cont_N_Zalgo_R_L11_v2.npz,171
DRND_Cont_N_Zalgo_R_L11_v3.npz,167
DRND_Cont_N_Zalgo_R_L11_v4.npz,227
DRND_Cont_N_Zalgo_R_L11_v5.npz,183
DRND_Cont_N_Zalgo_S_L11_v1.npz,90
DRND_Cont_N_Zalgo_S_L11_v2.npz,118
DRND_Cont_N_Zalgo_S_L11_v3.npz,153
DRND_Cont_N_Zalgo_S_L11_v4.npz,137
DRND_Cont_N_Zalgo_S_L11_v5.npz,244
DRND_Cont_WallfacZ_L11_v1.npz,504
DRND_Cont_WallfacZ_L11_v2.npz,130
DRND_Cont_WallfacZ_L11_v3.npz,145
DRND_Cont_WallfacZ_L11_v4.npz,106
DRND_Cont_WallfacZ_L11_v5.npz,212
DRND_CtrlPolar_BrightDark_L11_v3.npz,185
DRND_CtrlPolar_FastSlow_L11_v2.npz,81
DRND_CtrlPolar_HappySad_L11_v4.npz,168
DRND_CtrlPolar_HotCold_L11_v1.npz,184
DRND_CtrlPolar_SimpleComplex_L11_v5.npz,76
DRND_Safe_List_L11_v1.npz,165
DRND_Safe_List_L11_v2.npz,239
DRND_Safe_List_L11_v3.npz,121
DRND_Safe_List_L11_v4.npz,138
DRND_Safe_List_L11_v5.npz,101
DRND_Safe_Phrase_L11_v1.npz,126
DRND_Safe_Phrase_L11_v2.npz,242
DRND_Safe_Phrase_L11_v3.npz,105
DRND_Safe_Phrase_L11_v4.npz,232
DRND_Safe_Phrase_L11_v5.npz,68
DRND_Safe_Word_L11_v1.npz,134
DRND_Safe_Word_L11_v2.npz,376
DRND_Safe_Word_L11_v3.npz,419
DRND_Safe_Word_L11_v4.npz,115
DRND_Safe_Word_L11_v5.npz,79
DRND_Unrelated_AstroBake_L11_v1.npz,117
DRND_Unrelated_HistoryBotany_L11_v3.npz,86
DRND_Unrelated_MusicGeology_L11_v2.npz,433
DRND_Unrelated_OceanLit_L11_v4.npz,146
DRND_Unrelated_PhysicsArt_L11_v5.npz,89
PCA_SafeUnsafe_L11_v1.npz,220
RandOneHot_N1012vN1909_L11_v9.npz,71
RandOneHot_N1174vN80_L11_v5.npz,85
RandOneHot_N1178vN1542_L11_v25.npz,119
RandOneHot_N1193vN2515_L11_v30.npz,80
RandOneHot_N1227vN1753_L11_v17.npz,96
RandOneHot_N1354vN428_L11_v20.npz,127
RandOneHot_N1497vN2123_L11_v6.npz,67
RandOneHot_N1599vN1511_L11_v29.npz,151
RandOneHot_N1689vN2556_L11_v26.npz,264
RandOneHot_N1925vN1818_L11_v7.npz,352
RandOneHot_N2020vN2799_L11_v27.npz,112
RandOneHot_N2100vN2840_L11_v21.npz,99
RandOneHot_N2307vN2531_L11_v15.npz,147
RandOneHot_N2572vN769_L11_v18.npz,187
RandOneHot_N2589vN1847_L11_v28.npz,57
RandOneHot_N2711vN1510_L11_v22.npz,176
RandOneHot_N2744vN2016_L11_v10.npz,113
RandOneHot_N2812vN402_L11_v11.npz,83
RandOneHot_N2838vN1983_L11_v12.npz,92
RandOneHot_N2881vN2530_L11_v3.npz,44
RandOneHot_N2966vN2872_L11_v24.npz,82
RandOneHot_N3019vN189_L11_v13.npz,260
RandOneHot_N3036vN1766_L11_v8.npz,209
RandOneHot_N355vN25_L11_v14.npz,39
RandOneHot_N359vN1621_L11_v2.npz,94
RandOneHot_N378vN2899_L11_v4.npz,139
RandOneHot_N453vN1695_L11_v16.npz,69
RandOneHot_N603vN1626_L11_v23.npz,97
RandOneHot_N690vN1432_L11_v1.npz,216
RandOneHot_N890vN2360_L11_v19.npz,52
Safe_List_L11_v1.npz,107
Safe_List_L11_v4.npz,246
Safe_List_L11_v5.npz,28
Safe_Phrase_L11_v5.npz,20
Safe_Word_L11_v1.npz,48
Safe_Word_L11_v2.npz,32
Safe_Word_L11_v3.npz,74
Safe_Word_L11_v4.npz,10
Safe_Word_L11_v5.npz,3
Unrelated_AstroBake_L11_v1.npz,124
Unrelated_HistoryBotany_L11_v3.npz,72
Unrelated_MusicGeology_L11_v2.npz,34
Unrelated_OceanLit_L11_v4.npz,175
Unrelated_PhysicsArt_L11_v5.npz,26
