filename,u1_loaded,u2_loaded,plane_matrix_valid
DRND_Cont_N_NonHumanMix_S_L11_v4.npz,True,True,True
DRND_Cont_N_NonHumanMix_S_L11_v5.npz,True,True,True
DRND_Cont_N_OverEmoji_R_L11_v1.npz,True,True,True
DRND_Cont_N_OverEmoji_R_L11_v2.npz,True,True,True
DRND_Cont_N_OverEmoji_R_L11_v3.npz,True,True,True
DRND_Cont_N_OverEmoji_R_L11_v4.npz,True,True,True
DRND_Cont_N_OverEmoji_R_L11_v5.npz,True,True,True
DRND_Cont_N_OverEmoji_S_L11_v1.npz,True,True,True
DRND_Cont_N_OverEmoji_S_L11_v2.npz,True,True,True
DRND_Cont_N_OverEmoji_S_L11_v3.npz,True,True,True
DRND_Cont_N_OverEmoji_S_L11_v4.npz,True,True,True
DRND_Cont_N_OverEmoji_S_L11_v5.npz,True,True,True
DRND_Cont_N_Overload_R_L11_v1.npz,True,True,True
DRND_Cont_N_Overload_R_L11_v2.npz,True,True,True
DRND_Cont_N_Overload_R_L11_v3.npz,True,True,True
DRND_Cont_N_Overload_R_L11_v4.npz,True,True,True
DRND_Cont_N_Overload_R_L11_v5.npz,True,True,True
DRND_Cont_N_Overload_S_L11_v1.npz,True,True,True
DRND_Cont_N_Overload_S_L11_v2.npz,True,True,True
DRND_Cont_N_Overload_S_L11_v3.npz,True,True,True
DRND_Cont_N_Overload_S_L11_v4.npz,True,True,True
DRND_Cont_N_Overload_S_L11_v5.npz,True,True,True
DRND_Cont_N_Overtoken_R_L11_v1.npz,True,True,True
DRND_Cont_N_Overtoken_R_L11_v2.npz,True,True,True
DRND_Cont_N_Overtoken_R_L11_v3.npz,True,True,True
DRND_Cont_N_Overtoken_R_L11_v4.npz,True,True,True
DRND_Cont_N_Overtoken_R_L11_v5.npz,True,True,True
DRND_Cont_N_Overtoken_S_L11_v1.npz,True,True,True
DRND_Cont_N_Overtoken_S_L11_v2.npz,True,True,True
DRND_Cont_N_Overtoken_S_L11_v3.npz,True,True,True
DRND_Cont_N_Overtoken_S_L11_v4.npz,True,True,True
DRND_Cont_N_Overtoken_S_L11_v5.npz,True,True,True
DRND_Cont_N_Procbab_R_L11_v1.npz,True,True,True
DRND_Cont_N_Procbab_R_L11_v2.npz,True,True,True
DRND_Cont_N_Procbab_R_L11_v3.npz,True,True,True
DRND_Cont_N_Procbab_R_L11_v4.npz,True,True,True
DRND_Cont_N_Procbab_R_L11_v5.npz,True,True,True
DRND_Cont_N_Procbab_S_L11_v1.npz,True,True,True
DRND_Cont_N_Procbab_S_L11_v2.npz,True,True,True
DRND_Cont_N_Procbab_S_L11_v3.npz,True,True,True
DRND_Cont_N_Procbab_S_L11_v4.npz,True,True,True
DRND_Cont_N_Procbab_S_L11_v5.npz,True,True,True
DRND_Cont_N_Pseudolang_R_L11_v1.npz,True,True,True
DRND_Cont_N_Pseudolang_R_L11_v2.npz,True,True,True
DRND_Cont_N_Pseudolang_R_L11_v3.npz,True,True,True
DRND_Cont_N_Pseudolang_R_L11_v4.npz,True,True,True
DRND_Cont_N_Pseudolang_R_L11_v5.npz,True,True,True
DRND_Cont_N_Pseudolang_S_L11_v1.npz,True,True,True
DRND_Cont_N_Pseudolang_S_L11_v2.npz,True,True,True
DRND_Cont_N_Pseudolang_S_L11_v3.npz,True,True,True
DRND_Cont_N_Pseudolang_S_L11_v4.npz,True,True,True
DRND_Cont_N_Pseudolang_S_L11_v5.npz,True,True,True
DRND_Cont_N_SingLang_S_L11_v1.npz,True,True,True
DRND_Cont_N_SingLang_S_L11_v2.npz,True,True,True
DRND_Cont_N_SingLang_S_L11_v3.npz,True,True,True
DRND_Cont_N_SingLang_S_L11_v4.npz,True,True,True
DRND_Cont_N_SingLang_S_L11_v5.npz,True,True,True
DRND_Cont_N_SingLangMix_S_L11_v1.npz,True,True,True
DRND_Cont_N_SingLangMix_S_L11_v2.npz,True,True,True
DRND_Cont_N_SingLangMix_S_L11_v3.npz,True,True,True
DRND_Cont_N_SingLangMix_S_L11_v4.npz,True,True,True
DRND_Cont_N_SingLangMix_S_L11_v5.npz,True,True,True
DRND_Cont_N_SingLangNonHum_S_L11_v1.npz,True,True,True
DRND_Cont_N_SingLangNonHum_S_L11_v2.npz,True,True,True
DRND_Cont_N_SingLangNonHum_S_L11_v3.npz,True,True,True
DRND_Cont_N_SingLangNonHum_S_L11_v4.npz,True,True,True
DRND_Cont_N_SingLangNonHum_S_L11_v5.npz,True,True,True
DRND_Cont_N_SingLangNonHumMix_S_L11_v1.npz,True,True,True
DRND_Cont_N_SingLangNonHumMix_S_L11_v2.npz,True,True,True
DRND_Cont_N_SingLangNonHumMix_S_L11_v3.npz,True,True,True
DRND_Cont_N_SingLangNonHumMix_S_L11_v4.npz,True,True,True
DRND_Cont_N_SingLangNonHumMix_S_L11_v5.npz,True,True,True
DRND_Cont_N_StreamNoise_R_L11_v1.npz,True,True,True
DRND_Cont_N_StreamNoise_R_L11_v2.npz,True,True,True
DRND_Cont_N_StreamNoise_R_L11_v3.npz,True,True,True
DRND_Cont_N_StreamNoise_R_L11_v4.npz,True,True,True
DRND_Cont_N_StreamNoise_R_L11_v5.npz,True,True,True
DRND_Cont_N_StreamNoise_S_L11_v1.npz,True,True,True
DRND_Cont_N_StreamNoise_S_L11_v2.npz,True,True,True
DRND_Cont_N_StreamNoise_S_L11_v3.npz,True,True,True
DRND_Cont_N_StreamNoise_S_L11_v4.npz,True,True,True
DRND_Cont_N_StreamNoise_S_L11_v5.npz,True,True,True
DRND_Cont_N_SynthUniC_R_L11_v1.npz,True,True,True
DRND_Cont_N_SynthUniC_R_L11_v2.npz,True,True,True
DRND_Cont_N_SynthUniC_R_L11_v3.npz,True,True,True
DRND_Cont_N_SynthUniC_R_L11_v4.npz,True,True,True
DRND_Cont_N_SynthUniC_R_L11_v5.npz,True,True,True
DRND_Cont_N_SynthUniC_S_L11_v1.npz,True,True,True
DRND_Cont_N_SynthUniC_S_L11_v2.npz,True,True,True
DRND_Cont_N_SynthUniC_S_L11_v3.npz,True,True,True
DRND_Cont_N_SynthUniC_S_L11_v4.npz,True,True,True
DRND_Cont_N_SynthUniC_S_L11_v5.npz,True,True,True
DRND_Cont_N_Typobabble_R_L11_v1.npz,True,True,True
DRND_Cont_N_Typobabble_R_L11_v2.npz,True,True,True
DRND_Cont_N_Typobabble_R_L11_v3.npz,True,True,True
DRND_Cont_N_Typobabble_R_L11_v4.npz,True,True,True
DRND_Cont_N_Typobabble_R_L11_v5.npz,True,True,True
DRND_Cont_N_Typobabble_S_L11_v1.npz,True,True,True
DRND_Cont_N_Typobabble_S_L11_v2.npz,True,True,True
DRND_Cont_N_Typobabble_S_L11_v3.npz,True,True,True
DRND_Cont_N_Typobabble_S_L11_v4.npz,True,True,True
DRND_Cont_N_Typobabble_S_L11_v5.npz,True,True,True
DRND_Cont_N_Zalgo_R_L11_v1.npz,True,True,True
DRND_Cont_N_Zalgo_R_L11_v2.npz,True,True,True
DRND_Cont_N_Zalgo_R_L11_v3.npz,True,True,True
DRND_Cont_N_Zalgo_R_L11_v4.npz,True,True,True
DRND_Cont_N_Zalgo_R_L11_v5.npz,True,True,True
DRND_Cont_N_Zalgo_S_L11_v1.npz,True,True,True
DRND_Cont_N_Zalgo_S_L11_v2.npz,True,True,True
DRND_Cont_N_Zalgo_S_L11_v3.npz,True,True,True
DRND_Cont_N_Zalgo_S_L11_v4.npz,True,True,True
DRND_Cont_N_Zalgo_S_L11_v5.npz,True,True,True
DRND_Cont_WallfacZ_L11_v1.npz,True,True,True
DRND_Cont_WallfacZ_L11_v2.npz,True,True,True
DRND_Cont_WallfacZ_L11_v3.npz,True,True,True
DRND_Cont_WallfacZ_L11_v4.npz,True,True,True
DRND_Cont_WallfacZ_L11_v5.npz,True,True,True
DRND_CtrlPolar_BrightDark_L11_v3.npz,True,True,True
DRND_CtrlPolar_FastSlow_L11_v2.npz,True,True,True
DRND_CtrlPolar_HappySad_L11_v4.npz,True,True,True
DRND_CtrlPolar_HotCold_L11_v1.npz,True,True,True
DRND_CtrlPolar_SimpleComplex_L11_v5.npz,True,True,True
DRND_Safe_List_L11_v1.npz,True,True,True
DRND_Safe_List_L11_v2.npz,True,True,True
DRND_Safe_List_L11_v3.npz,True,True,True
DRND_Safe_List_L11_v4.npz,True,True,True
DRND_Safe_List_L11_v5.npz,True,True,True
DRND_Safe_Phrase_L11_v1.npz,True,True,True
DRND_Safe_Phrase_L11_v2.npz,True,True,True
DRND_Safe_Phrase_L11_v3.npz,True,True,True
DRND_Safe_Phrase_L11_v4.npz,True,True,True
DRND_Safe_Phrase_L11_v5.npz,True,True,True
DRND_Safe_Word_L11_v1.npz,True,True,True
DRND_Safe_Word_L11_v2.npz,True,True,True
DRND_Safe_Word_L11_v3.npz,True,True,True
DRND_Safe_Word_L11_v4.npz,True,True,True
DRND_Safe_Word_L11_v5.npz,True,True,True
DRND_Unrelated_AstroBake_L11_v1.npz,True,True,True
DRND_Unrelated_HistoryBotany_L11_v3.npz,True,True,True
DRND_Unrelated_MusicGeology_L11_v2.npz,True,True,True
DRND_Unrelated_OceanLit_L11_v4.npz,True,True,True
DRND_Unrelated_PhysicsArt_L11_v5.npz,True,True,True
PCA_SafeUnsafe_L11_v1.npz,True,True,True
RandOneHot_N1012vN1909_L11_v9.npz,True,True,True
RandOneHot_N1174vN80_L11_v5.npz,True,True,True
RandOneHot_N1178vN1542_L11_v25.npz,True,True,True
RandOneHot_N1193vN2515_L11_v30.npz,True,True,True
RandOneHot_N1227vN1753_L11_v17.npz,True,True,True
RandOneHot_N1354vN428_L11_v20.npz,True,True,True
RandOneHot_N1497vN2123_L11_v6.npz,True,True,True
RandOneHot_N1599vN1511_L11_v29.npz,True,True,True
RandOneHot_N1689vN2556_L11_v26.npz,True,True,True
RandOneHot_N1925vN1818_L11_v7.npz,True,True,True
RandOneHot_N2020vN2799_L11_v27.npz,True,True,True
RandOneHot_N2100vN2840_L11_v21.npz,True,True,True
RandOneHot_N2307vN2531_L11_v15.npz,True,True,True
RandOneHot_N2572vN769_L11_v18.npz,True,True,True
RandOneHot_N2589vN1847_L11_v28.npz,True,True,True
RandOneHot_N2711vN1510_L11_v22.npz,True,True,True
RandOneHot_N2744vN2016_L11_v10.npz,True,True,True
RandOneHot_N2812vN402_L11_v11.npz,True,True,True
RandOneHot_N2838vN1983_L11_v12.npz,True,True,True
RandOneHot_N2881vN2530_L11_v3.npz,True,True,True
RandOneHot_N2966vN2872_L11_v24.npz,True,True,True
RandOneHot_N3019vN189_L11_v13.npz,True,True,True
RandOneHot_N3036vN1766_L11_v8.npz,True,True,True
RandOneHot_N355vN25_L11_v14.npz,True,True,True
RandOneHot_N359vN1621_L11_v2.npz,True,True,True
RandOneHot_N378vN2899_L11_v4.npz,True,True,True
RandOneHot_N453vN1695_L11_v16.npz,True,True,True
RandOneHot_N603vN1626_L11_v23.npz,True,True,True
RandOneHot_N690vN1432_L11_v1.npz,True,True,True
RandOneHot_N890vN2360_L11_v19.npz,True,True,True
Safe_List_L11_v1.npz,True,True,True
Safe_List_L11_v4.npz,True,True,True
Safe_List_L11_v5.npz,True,True,True
Safe_Phrase_L11_v5.npz,True,True,True
Safe_Word_L11_v1.npz,True,True,True
Safe_Word_L11_v2.npz,True,True,True
Safe_Word_L11_v3.npz,True,True,True
Safe_Word_L11_v4.npz,True,True,True
Safe_Word_L11_v5.npz,True,True,True
Unrelated_AstroBake_L11_v1.npz,True,True,True
Unrelated_HistoryBotany_L11_v3.npz,True,True,True
Unrelated_MusicGeology_L11_v2.npz,True,True,True
Unrelated_OceanLit_L11_v4.npz,True,True,True
Unrelated_PhysicsArt_L11_v5.npz,True,True,True
