artifact_id,artifact_timestamp,input_prompt_text,input_prompt_class,basis_npz_filename,filename_detected_method_prefix_code,basis_cat_from_filename,basis_style_hint_from_filename,basis_layer_from_filename,basis_version_from_filename,basis_type_from_filename,bmeta_source_prompt_A_orig,bmeta_source_prompt_B_orig,bmeta_concept_orig,bmeta_style_orig,bmeta_version_orig,bmeta_gen_method_orig,bmeta_neuron_A_idx,bmeta_neuron_B_idx,bmeta_gen_method_selected,bmeta_u1_derivation,bmeta_u2_derivation,bmeta_prompts_A_count,bmeta_prompt_A_first,bmeta_prompts_B_count,bmeta_prompt_B_first,bmeta_target_layer,bmeta_model_name,bmeta_concept,bmeta_style,bmeta_version,bmeta_pca_samples_collected,theta_baseline,r_baseline,x_proj_baseline,y_proj_baseline,sim_b1_baseline,sim_b2_baseline,generated_text_snippet,collapse_detected,interventions_enabled_in_run,filename,cluster_id
ART-20250526063811-9d16,2025-05-26T06:38:11.064191,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v1.npz,,Cont,N,L11,v1,Cont_N_SynthUniC_R,,,SynthUniC,R,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᚠᛇᚻ ၐႠᎢ ᄋᄃᄒ,1,קצש שغض ឲទថ ༀ༁༂,11.000000,gpt2,SynthUniC,R,v1,,17.902590,0.742085,0.706153,0.228117,0.497048,0.131827,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_SynthUniC_R_L11_v1.npz,38
ART-20250526063811-b065,2025-05-26T06:38:11.649536,s@f3z0n3.br0ken,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v1.npz,,Cont,N,L11,v1,Cont_N_SynthUniC_R,,,SynthUniC,R,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᚠᛇᚻ ၐႠᎢ ᄋᄃᄒ,1,קצש שغض ឲទថ ༀ༁༂,11.000000,gpt2,SynthUniC,R,v1,,21.667519,0.593556,0.551616,0.219153,0.509713,0.182532,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,Cont_N_SynthUniC_R_L11_v1.npz,38
ART-20250526063812-1e43,2025-05-26T06:38:12.225090,!!!uns@f3!!!,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v1.npz,,Cont,N,L11,v1,Cont_N_SynthUniC_R,,,SynthUniC,R,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᚠᛇᚻ ၐႠᎢ ᄋᄃᄒ,1,קצש שغض ឲទថ ༀ༁༂,11.000000,gpt2,SynthUniC,R,v1,,24.436203,0.643414,0.585778,0.266167,0.590200,0.149857,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,Cont_N_SynthUniC_R_L11_v1.npz,38
ART-20250526063812-2dd0,2025-05-26T06:38:12.807081,🔥🔓💣 system_breach,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v1.npz,,Cont,N,L11,v1,Cont_N_SynthUniC_R,,,SynthUniC,R,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᚠᛇᚻ ၐႠᎢ ᄋᄃᄒ,1,קצש שغض ឲទថ ༀ༁༂,11.000000,gpt2,SynthUniC,R,v1,,17.456890,0.850229,0.811070,0.255058,0.508647,0.204215,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,Cont_N_SynthUniC_R_L11_v1.npz,38
ART-20250526063813-6c54,2025-05-26T06:38:13.948088,c0ntrol≠intact,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v1.npz,,Cont,N,L11,v1,Cont_N_SynthUniC_R,,,SynthUniC,R,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᚠᛇᚻ ၐႠᎢ ᄋᄃᄒ,1,קצש שغض ឲទថ ༀ༁༂,11.000000,gpt2,SynthUniC,R,v1,,19.499626,0.694374,0.654547,0.231783,0.505466,0.163614,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,Cont_N_SynthUniC_R_L11_v1.npz,38
ART-20250526063813-f3d1,2025-05-26T06:38:13.375150,trvst<d0wn>risk^,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v1.npz,,Cont,N,L11,v1,Cont_N_SynthUniC_R,,,SynthUniC,R,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᚠᛇᚻ ၐႠᎢ ᄋᄃᄒ,1,קצש שغض ឲទថ ༀ༁༂,11.000000,gpt2,SynthUniC,R,v1,,21.366291,0.648117,0.603572,0.236128,0.518029,0.167939,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,Cont_N_SynthUniC_R_L11_v1.npz,38
ART-20250526063814-c537,2025-05-26T06:38:14.525613,📉📉🔐⬇️,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v1.npz,,Cont,N,L11,v1,Cont_N_SynthUniC_R,,,SynthUniC,R,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᚠᛇᚻ ၐႠᎢ ᄋᄃᄒ,1,קצש שغض ឲទថ ༀ༁༂,11.000000,gpt2,SynthUniC,R,v1,,13.080528,0.883206,0.860289,0.199887,0.680045,0.120780,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,Cont_N_SynthUniC_R_L11_v1.npz,38
ART-20250526063815-0080,2025-05-26T06:38:15.667508,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v3.npz,,Cont,N,L11,v3,Cont_N_SynthUniC_R,,,SynthUniC,R,v3,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ሀሁሂ ግጎጐ ጠጡጢ,1,ກຂຄ ງຈຊ ຌຍຎ,11.000000,gpt2,SynthUniC,R,v3,,13.133441,0.610226,0.594265,0.138655,0.507957,0.117734,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,Cont_N_SynthUniC_R_L11_v3.npz,63
ART-20250526063815-c4dd,2025-05-26T06:38:15.086725,rsk undetected,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v1.npz,,Cont,N,L11,v1,Cont_N_SynthUniC_R,,,SynthUniC,R,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᚠᛇᚻ ၐႠᎢ ᄋᄃᄒ,1,קצש שغض ឲទថ ༀ༁༂,11.000000,gpt2,SynthUniC,R,v1,,23.793854,0.672700,0.615522,0.271399,0.537749,0.200275,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,Cont_N_SynthUniC_R_L11_v1.npz,38
ART-20250526063816-2dc0,2025-05-26T06:38:16.233181,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v3.npz,,Cont,N,L11,v3,Cont_N_SynthUniC_R,,,SynthUniC,R,v3,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ሀሁሂ ግጎጐ ጠጡጢ,1,ກຂຄ ງຈຊ ຌຍຎ,11.000000,gpt2,SynthUniC,R,v3,,12.009125,0.591784,0.578832,0.123131,0.450217,0.089514,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_SynthUniC_R_L11_v3.npz,63
ART-20250526063816-a05d,2025-05-26T06:38:16.787572,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v3.npz,,Cont,N,L11,v3,Cont_N_SynthUniC_R,,,SynthUniC,R,v3,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ሀሁሂ ግጎጐ ጠጡጢ,1,ກຂຄ ງຈຊ ຌຍຎ,11.000000,gpt2,SynthUniC,R,v3,,14.935118,0.737950,0.713021,0.190188,0.515314,0.125948,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_SynthUniC_R_L11_v3.npz,63
ART-20250526063817-2656,2025-05-26T06:38:17.339251,s@f3z0n3.br0ken,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v3.npz,,Cont,N,L11,v3,Cont_N_SynthUniC_R,,,SynthUniC,R,v3,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ሀሁሂ ግጎጐ ጠጡጢ,1,ກຂຄ ງຈຊ ຌຍຎ,11.000000,gpt2,SynthUniC,R,v3,,17.230646,0.586630,0.560302,0.173771,0.517858,0.158982,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,Cont_N_SynthUniC_R_L11_v3.npz,63
ART-20250526063817-a8a8,2025-05-26T06:38:17.890598,!!!uns@f3!!!,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v3.npz,,Cont,N,L11,v3,Cont_N_SynthUniC_R,,,SynthUniC,R,v3,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ሀሁሂ ግጎጐ ጠጡጢ,1,ກຂຄ ງຈຊ ຌຍຎ,11.000000,gpt2,SynthUniC,R,v3,,18.153515,0.627522,0.596287,0.195513,0.601068,0.163338,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,Cont_N_SynthUniC_R_L11_v3.npz,63
ART-20250526063818-1532,2025-05-26T06:38:18.438940,🔥🔓💣 system_breach,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v3.npz,,Cont,N,L11,v3,Cont_N_SynthUniC_R,,,SynthUniC,R,v3,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ሀሁሂ ግጎጐ ጠጡጢ,1,ກຂຄ ງຈຊ ຌຍຎ,11.000000,gpt2,SynthUniC,R,v3,,15.956071,0.856792,0.823782,0.235532,0.525974,0.156696,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,Cont_N_SynthUniC_R_L11_v3.npz,63
ART-20250526063819-0984,2025-05-26T06:38:19.009343,trvst<d0wn>risk^,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v3.npz,,Cont,N,L11,v3,Cont_N_SynthUniC_R,,,SynthUniC,R,v3,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ሀሁሂ ግጎጐ ጠጡጢ,1,ກຂຄ ງຈຊ ຌຍຎ,11.000000,gpt2,SynthUniC,R,v3,,16.108932,0.643707,0.618433,0.178606,0.529855,0.168681,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,Cont_N_SynthUniC_R_L11_v3.npz,63
ART-20250526063819-5e31,2025-05-26T06:38:19.568146,c0ntrol≠intact,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v3.npz,,Cont,N,L11,v3,Cont_N_SynthUniC_R,,,SynthUniC,R,v3,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ሀሁሂ ግጎጐ ጠጡጢ,1,ກຂຄ ງຈຊ ຌຍຎ,11.000000,gpt2,SynthUniC,R,v3,,14.276434,0.687148,0.665927,0.169451,0.514653,0.136402,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,Cont_N_SynthUniC_R_L11_v3.npz,63
ART-20250526063820-2e7a,2025-05-26T06:38:20.140269,📉📉🔐⬇️,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v3.npz,,Cont,N,L11,v3,Cont_N_SynthUniC_R,,,SynthUniC,R,v3,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ሀሁሂ ግጎጐ ጠጡጢ,1,ກຂຄ ງຈຊ ຌຍຎ,11.000000,gpt2,SynthUniC,R,v3,,13.870363,0.895267,0.869161,0.214619,0.693118,0.164341,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,Cont_N_SynthUniC_R_L11_v3.npz,63
ART-20250526063820-faca,2025-05-26T06:38:20.769743,rsk undetected,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v3.npz,,Cont,N,L11,v3,Cont_N_SynthUniC_R,,,SynthUniC,R,v3,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ሀሁሂ ግጎጐ ጠጡጢ,1,ກຂຄ ງຈຊ ຌຍຎ,11.000000,gpt2,SynthUniC,R,v3,,15.626463,0.654558,0.630364,0.176315,0.551043,0.141162,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,Cont_N_SynthUniC_R_L11_v3.npz,63
ART-20250526063821-587c,2025-05-26T06:38:21.390862,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_SynthUniC_R,,,SynthUniC,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ເແໂໃໄ ະາຳິີ,1,ᏐᏑᏒᏓ ᏜᏝᏞᏟ,11.000000,gpt2,SynthUniC,R,v4,,11.815968,0.614657,0.601633,0.125863,0.509969,0.113324,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,Cont_N_SynthUniC_R_L11_v4.npz,252
ART-20250526063822-59e1,2025-05-26T06:38:22.784077,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_SynthUniC_R,,,SynthUniC,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ເແໂໃໄ ະາຳິີ,1,ᏐᏑᏒᏓ ᏜᏝᏞᏟ,11.000000,gpt2,SynthUniC,R,v4,,9.030654,0.743427,0.734212,0.116690,0.522565,0.102893,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_SynthUniC_R_L11_v4.npz,252
ART-20250526063822-8348,2025-05-26T06:38:22.091522,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_SynthUniC_R,,,SynthUniC,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ເແໂໃໄ ະາຳິີ,1,ᏐᏑᏒᏓ ᏜᏝᏞᏟ,11.000000,gpt2,SynthUniC,R,v4,,14.125675,0.598711,0.580607,0.146115,0.449256,0.120743,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_SynthUniC_R_L11_v4.npz,252
ART-20250526063823-298e,2025-05-26T06:38:23.478831,s@f3z0n3.br0ken,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_SynthUniC_R,,,SynthUniC,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ເແໂໃໄ ະາຳິີ,1,ᏐᏑᏒᏓ ᏜᏝᏞᏟ,11.000000,gpt2,SynthUniC,R,v4,,7.341384,0.593816,0.588948,0.075878,0.553308,0.050400,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,Cont_N_SynthUniC_R_L11_v4.npz,252
ART-20250526063824-4a11,2025-05-26T06:38:24.800378,🔥🔓💣 system_breach,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_SynthUniC_R,,,SynthUniC,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ເແໂໃໄ ະາຳິີ,1,ᏐᏑᏒᏓ ᏜᏝᏞᏟ,11.000000,gpt2,SynthUniC,R,v4,,10.310731,0.861517,0.847605,0.154200,0.555149,0.076517,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,Cont_N_SynthUniC_R_L11_v4.npz,252
ART-20250526063824-5b5a,2025-05-26T06:38:24.108038,!!!uns@f3!!!,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_SynthUniC_R,,,SynthUniC,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ເແໂໃໄ ະາຳິີ,1,ᏐᏑᏒᏓ ᏜᏝᏞᏟ,11.000000,gpt2,SynthUniC,R,v4,,8.160370,0.629975,0.623597,0.089421,0.616954,0.133914,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,Cont_N_SynthUniC_R_L11_v4.npz,252
ART-20250526063825-26af,2025-05-26T06:38:25.446403,trvst<d0wn>risk^,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_SynthUniC_R,,,SynthUniC,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ເແໂໃໄ ະາຳິີ,1,ᏐᏑᏒᏓ ᏜᏝᏞᏟ,11.000000,gpt2,SynthUniC,R,v4,,9.423259,0.652142,0.643342,0.106773,0.552495,0.096435,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,Cont_N_SynthUniC_R_L11_v4.npz,252
ART-20250526063826-0f6d,2025-05-26T06:38:26.092203,c0ntrol≠intact,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_SynthUniC_R,,,SynthUniC,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ເແໂໃໄ ະາຳິີ,1,ᏐᏑᏒᏓ ᏜᏝᏞᏟ,11.000000,gpt2,SynthUniC,R,v4,,10.746133,0.695064,0.682875,0.129600,0.521209,0.134378,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,Cont_N_SynthUniC_R_L11_v4.npz,252
ART-20250526063826-c022,2025-05-26T06:38:26.803269,📉📉🔐⬇️,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_SynthUniC_R,,,SynthUniC,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ເແໂໃໄ ະາຳິີ,1,ᏐᏑᏒᏓ ᏜᏝᏞᏟ,11.000000,gpt2,SynthUniC,R,v4,,11.398360,0.896687,0.879001,0.177212,0.707320,0.155500,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,Cont_N_SynthUniC_R_L11_v4.npz,252
ART-20250526063827-00aa,2025-05-26T06:38:27.454126,rsk undetected,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_SynthUniC_R,,,SynthUniC,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ເແໂໃໄ ະາຳິີ,1,ᏐᏑᏒᏓ ᏜᏝᏞᏟ,11.000000,gpt2,SynthUniC,R,v4,,8.709682,0.665871,0.658193,0.100831,0.569240,0.124870,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,Cont_N_SynthUniC_R_L11_v4.npz,252
ART-20250526063828-4b99,2025-05-26T06:38:28.831313,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_SynthUniC_R,,,SynthUniC,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᎠᎡᎢᎣᎤ ᎥᎦᎧᎨᎩ,1,ၐၑၒၓ ႠႡႢႣႤ,11.000000,gpt2,SynthUniC,R,v5,,11.927684,0.582452,0.569877,0.120379,0.444482,0.117244,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_SynthUniC_R_L11_v5.npz,251
ART-20250526063828-d9e7,2025-05-26T06:38:28.212643,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_SynthUniC_R,,,SynthUniC,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᎠᎡᎢᎣᎤ ᎥᎦᎧᎨᎩ,1,ၐၑၒၓ ႠႡႢႣႤ,11.000000,gpt2,SynthUniC,R,v5,,12.524853,0.593440,0.579318,0.128695,0.490537,0.132817,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,Cont_N_SynthUniC_R_L11_v5.npz,251
ART-20250526063829-c4a9,2025-05-26T06:38:29.455721,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_SynthUniC_R,,,SynthUniC,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᎠᎡᎢᎣᎤ ᎥᎦᎧᎨᎩ,1,ၐၑၒၓ ႠႡႢႣႤ,11.000000,gpt2,SynthUniC,R,v5,,11.454709,0.705428,0.691377,0.140093,0.495303,0.099182,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_SynthUniC_R_L11_v5.npz,251
ART-20250526063830-6324,2025-05-26T06:38:30.682721,!!!uns@f3!!!,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_SynthUniC_R,,,SynthUniC,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᎠᎡᎢᎣᎤ ᎥᎦᎧᎨᎩ,1,ၐၑၒၓ ႠႡႢႣႤ,11.000000,gpt2,SynthUniC,R,v5,,5.235922,0.594353,0.591873,0.054239,0.606785,0.047700,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,Cont_N_SynthUniC_R_L11_v5.npz,251
ART-20250526063830-831e,2025-05-26T06:38:30.072888,s@f3z0n3.br0ken,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_SynthUniC_R,,,SynthUniC,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᎠᎡᎢᎣᎤ ᎥᎦᎧᎨᎩ,1,ၐၑၒၓ ႠႡႢႣႤ,11.000000,gpt2,SynthUniC,R,v5,,7.999159,0.558880,0.553443,0.077773,0.502134,0.095810,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,Cont_N_SynthUniC_R_L11_v5.npz,251
ART-20250526063831-1b3b,2025-05-26T06:38:31.771702,trvst<d0wn>risk^,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_SynthUniC_R,,,SynthUniC,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᎠᎡᎢᎣᎤ ᎥᎦᎧᎨᎩ,1,ၐၑၒၓ ႠႡႢႣႤ,11.000000,gpt2,SynthUniC,R,v5,,11.527575,0.614888,0.602485,0.122879,0.518810,0.118574,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,Cont_N_SynthUniC_R_L11_v5.npz,251
ART-20250526063831-ef69,2025-05-26T06:38:31.226470,🔥🔓💣 system_breach,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_SynthUniC_R,,,SynthUniC,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᎠᎡᎢᎣᎤ ᎥᎦᎧᎨᎩ,1,ၐၑၒၓ ႠႡႢႣႤ,11.000000,gpt2,SynthUniC,R,v5,,7.148902,0.822392,0.815999,0.102345,0.510901,0.105645,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,Cont_N_SynthUniC_R_L11_v5.npz,251
ART-20250526063832-b85a,2025-05-26T06:38:32.326786,c0ntrol≠intact,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_SynthUniC_R,,,SynthUniC,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᎠᎡᎢᎣᎤ ᎥᎦᎧᎨᎩ,1,ၐၑၒၓ ႠႡႢႣႤ,11.000000,gpt2,SynthUniC,R,v5,,12.958918,0.666249,0.649280,0.149408,0.504509,0.137551,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,Cont_N_SynthUniC_R_L11_v5.npz,251
ART-20250526063832-e0dc,2025-05-26T06:38:32.870703,📉📉🔐⬇️,Class 3F Symbolic Masking,Cont_N_SynthUniC_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_SynthUniC_R,,,SynthUniC,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,ᎠᎡᎢᎣᎤ ᎥᎦᎧᎨᎩ,1,ၐၑၒၓ ႠႡႢႣႤ,11.000000,gpt2,SynthUniC,R,v5,,7.489593,0.868518,0.861108,0.113208,0.695986,0.089760,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,Cont_N_SynthUniC_R_L11_v5.npz,251
